293.14,-11.7774
294.11,-11.2898
295.12,-11.5956
296.12,-11.6817
297.09,-11.3409
298.11,-11.4826
299.11,-11.2989
300.17,-11.8132
301.13,-11.9019
302.16,-11.0982
303.12,-11.4178
304.15,-11.2747
305.13,-11.3623
306.1,-11.5452
307.12,-11.4692
308.14,-10.9304
309.13,-11.0982
310.12,-11.4746
311.21,-11.0935
312.16,-11.0158
313.08,-10.7528
314.08,-11.1887
315.11,-11.2305
316.11,-11.0501
317.11,-10.7945
318.27,-10.5713
319.12,-10.5475
320.1,-10.709
321.08,-10.4302
322.07,-10.7709
323.1,-10.4027
324.12,-10.126
325.05,-10.1995
326.09,-9.6959
327.05,-9.48184
328.14,-9.10702
329.16,-8.98091
330.12,-8.88242
331.07,-8.12073
332.06,-8.33668
333.18,-8.26039
334.12,-8.03146
335.13,-8.01613
336.08,-7.73357
337.12,-7.74886
338.2,-8.06775
339.24,-7.55143
340.08,-7.98602
341.17,-7.89087
342.23,-8.01981
