0.000000000000000000e+00,5.633300450522289893e+00
7.142857142857143016e-01,5.516958082389380458e+00
1.428571428571428603e+00,5.932056201965901998e+00
2.142857142857142794e+00,5.818363487229282427e+00
2.857142857142857206e+00,6.059919958640811011e+00
3.571428571428571619e+00,6.021088760826431852e+00
4.285714285714285587e+00,5.912516754222052917e+00
5.000000000000000000e+00,6.532757765251623105e+00
5.714285714285714413e+00,6.185664710773242980e+00
6.428571428571428825e+00,6.726813260341518941e+00
7.142857142857143238e+00,6.367775859531700888e+00
7.857142857142857650e+00,6.749501139447060538e+00
8.571428571428571175e+00,6.344265423848086449e+00
9.285714285714286476e+00,6.658347340433042660e+00
1.000000000000000000e+01,6.999091519103907366e+00
