0.000000000000000000e+00,9.413530660944557894e+03
2.670202901089699724e-02,9.412904533460829043e+03
5.340405802179399447e-02,9.412692576019675471e+03
8.010608703269099518e-02,9.412184064724582640e+03
1.068081160435879889e-01,9.412078939809805888e+03
1.335101450544849966e-01,9.412084062926374827e+03
1.602121740653819904e-01,9.411721663297157647e+03
1.869142030762789841e-01,9.411541104450585408e+03
2.136162320871759779e-01,9.411406649681943236e+03
2.403182610980729716e-01,9.411405343293274200e+03
2.670202901089699932e-01,9.411135655917198164e+03
2.937223191198669592e-01,9.411148769698529577e+03
3.204243481307639807e-01,9.411181320443771256e+03
3.471263771416609467e-01,9.411061593093483680e+03
3.738284061525579682e-01,9.411362656107941802e+03
