0.000000000000000000e+00,7.270443237317987951e+03
2.749746925596169604e+03,8.004853089060411548e+03
5.499493851192339207e+03,8.270829323591020511e+03
8.249240776788508811e+03,8.696592195574296056e+03
1.099898770238467841e+04,8.880946389546983482e+03
1.374873462798084802e+04,9.032030544842513336e+03
1.649848155357701762e+04,9.147658503550113892e+03
1.924822847917318722e+04,9.254025473383746430e+03
2.199797540476935683e+04,9.249292046316299093e+03
2.474772233036552643e+04,9.222309431611145556e+03
2.749746925596169604e+04,9.329562852442189978e+03
3.024721618155786564e+04,9.398292922045337036e+03
3.299696310715403524e+04,9.389316937210725882e+03
3.574671003275020485e+04,9.393955685227610957e+03
3.849645695834637445e+04,9.377376910244245664e+03
